palabra,muestras,longitud,seleccionada,motivo_exclusion,metrica_exclusion,umbral_exclusion,similar_a,similitud_fonetica,f1_preliminar
paterna,16,7,no,frecuencia_insuficiente,16.0,1000.0,,,
paternal,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
paterno,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
paternos,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
patinaba,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
patinaje,10,8,no,frecuencia_insuficiente,10.0,1000.0,,,
patines,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
patinete,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
patio,97,5,no,frecuencia_insuficiente,97.0,1000.0,,,
patios,16,6,no,frecuencia_insuficiente,16.0,1000.0,,,
patita,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
patito,11,6,no,frecuencia_insuficiente,11.0,1000.0,,,
pato,81,4,no,frecuencia_insuficiente,81.0,1000.0,,,
patología,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
patológica,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
patos,30,5,no,frecuencia_insuficiente,30.0,1000.0,,,
patria,35,6,no,frecuencia_insuficiente,35.0,1000.0,,,
patriarca,14,9,no,frecuencia_insuficiente,14.0,1000.0,,,
patriarcal,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
patricia,21,8,no,frecuencia_insuficiente,21.0,1000.0,,,
patricio,16,8,no,frecuencia_insuficiente,16.0,1000.0,,,
patricios,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
patrick,21,7,no,frecuencia_insuficiente,21.0,1000.0,,,
patrimonial,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
patrimonio,76,10,no,frecuencia_insuficiente,76.0,1000.0,,,
patriota,14,8,no,frecuencia_insuficiente,14.0,1000.0,,,
patriotas,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
patriótica,10,10,no,frecuencia_insuficiente,10.0,1000.0,,,
patrocinada,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
patrocinado,8,11,no,frecuencia_insuficiente,8.0,1000.0,,,
patrocinador,9,12,no,frecuencia_insuficiente,9.0,1000.0,,,
patrocinadores,7,14,no,frecuencia_insuficiente,7.0,1000.0,,,
patrocinio,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
patrocinó,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
patrona,29,7,no,frecuencia_insuficiente,29.0,1000.0,,,
patronales,15,10,no,frecuencia_insuficiente,15.0,1000.0,,,
patronato,15,9,no,frecuencia_insuficiente,15.0,1000.0,,,
patrones,16,8,no,frecuencia_insuficiente,16.0,1000.0,,,
patrono,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
patronos,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
patrulla,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
patrullas,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
patrón,56,6,no,frecuencia_insuficiente,56.0,1000.0,,,
patéticos,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
patíbulo,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
pau,16,3,no,frecuencia_insuficiente,16.0,1000.0,,,
paul,109,4,no,frecuencia_insuficiente,109.0,1000.0,,,
paula,21,5,no,frecuencia_insuficiente,21.0,1000.0,,,
paulatinamente,8,14,no,frecuencia_insuficiente,8.0,1000.0,,,
pauli,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
paulina,10,7,no,frecuencia_insuficiente,10.0,1000.0,,,
paulino,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
paulista,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
paulo,40,5,no,frecuencia_insuficiente,40.0,1000.0,,,
pausa,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
pausanias,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
pavimentación,1,13,no,frecuencia_insuficiente,1.0,1000.0,,,
pavimentada,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
pavimentado,2,11,no,frecuencia_insuficiente,2.0,1000.0,,,
pavimento,16,9,no,frecuencia_insuficiente,16.0,1000.0,,,
pavoroso,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
pavos,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
pavía,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
pavón,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
pay,4,3,no,frecuencia_insuficiente,4.0,1000.0,,,
payaso,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
payne,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
paysandú,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
paz,163,3,no,frecuencia_insuficiente,163.0,1000.0,,,
país,682,4,no,frecuencia_insuficiente,682.0,1000.0,,,
países,379,6,no,frecuencia_insuficiente,379.0,1000.0,,,
paño,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
paños,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
pañuelo,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
pbro,5,4,no,frecuencia_insuficiente,5.0,1000.0,,,
peaje,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
pearl,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
peatonal,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
pecado,54,6,no,frecuencia_insuficiente,54.0,1000.0,,,
pecador,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
pecadores,9,9,no,frecuencia_insuficiente,9.0,1000.0,,,
pecados,16,7,no,frecuencia_insuficiente,16.0,1000.0,,,
pecar,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
peces,118,5,no,frecuencia_insuficiente,118.0,1000.0,,,
pecho,95,5,no,frecuencia_insuficiente,95.0,1000.0,,,
pechugas,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
pecioladas,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
pectoral,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
peculiar,17,8,no,frecuencia_insuficiente,17.0,1000.0,,,
peculiares,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
peculiaridad,3,12,no,frecuencia_insuficiente,3.0,1000.0,,,
pecíolo,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pecíolos,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
pedagogo,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
pedagogía,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
pedagógica,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
pedagógico,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
pedal,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
pedanía,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
pedazos,13,7,no,frecuencia_insuficiente,13.0,1000.0,,,
pedestal,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
pediatría,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
pedicelo,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
pedido,21,6,no,frecuencia_insuficiente,21.0,1000.0,,,
pedidos,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
pedir,27,5,no,frecuencia_insuficiente,27.0,1000.0,,,
pedirme,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pedirte,23,7,no,frecuencia_insuficiente,23.0,1000.0,,,
pedregosos,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
pedro,201,5,no,frecuencia_insuficiente,201.0,1000.0,,,
pedáneo,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pedí,6,4,no,frecuencia_insuficiente,6.0,1000.0,,,
pedía,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
pedúnculo,10,9,no,frecuencia_insuficiente,10.0,1000.0,,,
pedúnculos,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
peer,2,4,no,frecuencia_insuficiente,2.0,1000.0,,,
pega,13,4,no,frecuencia_insuficiente,13.0,1000.0,,,
pegado,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
pegajoso,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
pegan,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
pegaso,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
pegue,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
peinaban,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
peinado,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
peine,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
pekín,20,5,no,frecuencia_insuficiente,20.0,1000.0,,,
pelado,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
pelaje,24,6,no,frecuencia_insuficiente,24.0,1000.0,,,
pelea,97,5,no,frecuencia_insuficiente,97.0,1000.0,,,
pelean,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
pelear,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
peleas,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
peleó,9,5,no,frecuencia_insuficiente,9.0,1000.0,,,
peli,14,4,no,frecuencia_insuficiente,14.0,1000.0,,,
peligro,94,7,no,frecuencia_insuficiente,94.0,1000.0,,,
peligros,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
peligrosa,15,9,no,frecuencia_insuficiente,15.0,1000.0,,,
peligrosas,10,10,no,frecuencia_insuficiente,10.0,1000.0,,,
peligroso,30,9,no,frecuencia_insuficiente,30.0,1000.0,,,
peligrosos,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
pelis,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
pelo,48,4,no,frecuencia_insuficiente,48.0,1000.0,,,
peloponeso,6,10,no,frecuencia_insuficiente,6.0,1000.0,,,
pelos,40,5,no,frecuencia_insuficiente,40.0,1000.0,,,
pelota,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
pelotas,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
pelotón,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
peluda,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
peludas,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
peludo,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
peludos,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
peluquería,10,10,no,frecuencia_insuficiente,10.0,1000.0,,,
pelágicos,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
película,703,8,no,frecuencia_insuficiente,703.0,1000.0,,,
películas,263,9,no,frecuencia_insuficiente,263.0,1000.0,,,
pena,51,4,no,frecuencia_insuficiente,51.0,1000.0,,,
penacho,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
penal,34,5,no,frecuencia_insuficiente,34.0,1000.0,,,
penales,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
penalti,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
penas,20,5,no,frecuencia_insuficiente,20.0,1000.0,,,
pendiente,36,9,no,frecuencia_insuficiente,36.0,1000.0,,,
pendientes,19,10,no,frecuencia_insuficiente,19.0,1000.0,,,
pene,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
penetración,5,11,no,frecuencia_insuficiente,5.0,1000.0,,,
penetrar,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
penetró,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
penguin,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
peninsular,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
penitencia,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
penitentes,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
penn,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
pennsylvania,2,12,no,frecuencia_insuficiente,2.0,1000.0,,,
penny,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
penosa,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
pensaba,50,7,no,frecuencia_insuficiente,50.0,1000.0,,,
pensaban,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
pensada,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
pensado,20,7,no,frecuencia_insuficiente,20.0,1000.0,,,
pensador,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
pensadores,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
pensamiento,49,11,no,frecuencia_insuficiente,49.0,1000.0,,,
pensamientos,9,12,no,frecuencia_insuficiente,9.0,1000.0,,,
pensando,26,8,no,frecuencia_insuficiente,26.0,1000.0,,,
pensar,74,6,no,frecuencia_insuficiente,74.0,1000.0,,,
pensilvania,31,11,no,frecuencia_insuficiente,31.0,1000.0,,,
pensiones,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
pensión,16,7,no,frecuencia_insuficiente,16.0,1000.0,,,
pensáis,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pensé,19,5,no,frecuencia_insuficiente,19.0,1000.0,,,
pensó,22,5,no,frecuencia_insuficiente,22.0,1000.0,,,
pentagón,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
pentámeras,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
península,69,9,no,frecuencia_insuficiente,69.0,1000.0,,,
penínsulas,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
penúltima,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
penúltimo,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
peones,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
people,10,6,no,frecuencia_insuficiente,10.0,1000.0,,,
peor,44,4,no,frecuencia_insuficiente,44.0,1000.0,,,
peores,11,6,no,frecuencia_insuficiente,11.0,1000.0,,,
pep,3,3,no,frecuencia_insuficiente,3.0,1000.0,,,
pepa,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
pepe,19,4,no,frecuencia_insuficiente,19.0,1000.0,,,
pepitas,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
pepsi,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
pequeña,287,7,no,frecuencia_insuficiente,287.0,1000.0,,,
pequeñas,232,8,no,frecuencia_insuficiente,232.0,1000.0,,,
pequeño,315,7,no,frecuencia_insuficiente,315.0,1000.0,,,
pequeños,314,8,no,frecuencia_insuficiente,314.0,1000.0,,,
pequeñuelos,3,11,no,frecuencia_insuficiente,3.0,1000.0,,,
per,10,3,no,frecuencia_insuficiente,10.0,1000.0,,,
pera,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
peralta,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
percepción,15,10,no,frecuencia_insuficiente,15.0,1000.0,,,
perchas,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
perchero,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
percibe,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
percibido,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
percibir,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
percibíase,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
percusionista,1,13,no,frecuencia_insuficiente,1.0,1000.0,,,
percusión,23,9,no,frecuencia_insuficiente,23.0,1000.0,,,
percutor,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
percy,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
percíbense,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
perdedor,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
perdedores,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
perdemos,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
perder,52,6,no,frecuencia_insuficiente,52.0,1000.0,,,
perderemos,9,10,no,frecuencia_insuficiente,9.0,1000.0,,,
perderme,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
perderá,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
perdería,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
perdición,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
perdida,18,7,no,frecuencia_insuficiente,18.0,1000.0,,,
perdidas,10,8,no,frecuencia_insuficiente,10.0,1000.0,,,
perdido,112,7,no,frecuencia_insuficiente,112.0,1000.0,,,
perdidos,12,8,no,frecuencia_insuficiente,12.0,1000.0,,,
perdiendo,31,9,no,frecuencia_insuficiente,31.0,1000.0,,,
perdieron,30,9,no,frecuencia_insuficiente,30.0,1000.0,,,
perdiese,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
perdió,152,6,no,frecuencia_insuficiente,152.0,1000.0,,,
perdona,19,7,no,frecuencia_insuficiente,19.0,1000.0,,,
perdonaba,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
perdonado,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
perdonan,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
perdonar,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
perdonarme,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
perdonarte,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
perdone,26,7,no,frecuencia_insuficiente,26.0,1000.0,,,
perdoné,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
perdura,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
perdía,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
perdón,21,6,no,frecuencia_insuficiente,21.0,1000.0,,,
perece,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
peregrinación,16,13,no,frecuencia_insuficiente,16.0,1000.0,,,
peregrinaje,5,11,no,frecuencia_insuficiente,5.0,1000.0,,,
peregrino,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
peregrinos,15,10,no,frecuencia_insuficiente,15.0,1000.0,,,
pereira,15,7,no,frecuencia_insuficiente,15.0,1000.0,,,
perejil,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
perenne,53,7,no,frecuencia_insuficiente,53.0,1000.0,,,
perennes,40,8,no,frecuencia_insuficiente,40.0,1000.0,,,
perennifolia,2,12,no,frecuencia_insuficiente,2.0,1000.0,,,
perennifolias,1,13,no,frecuencia_insuficiente,1.0,1000.0,,,
perennifolio,2,12,no,frecuencia_insuficiente,2.0,1000.0,,,
pereyra,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
pereza,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
perezosamente,4,13,no,frecuencia_insuficiente,4.0,1000.0,,,
perezoso,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
perfeccionar,3,12,no,frecuencia_insuficiente,3.0,1000.0,,,
perfeccionó,5,11,no,frecuencia_insuficiente,5.0,1000.0,,,
perfección,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
perfecta,24,8,no,frecuencia_insuficiente,24.0,1000.0,,,
perfectamente,34,13,no,frecuencia_insuficiente,34.0,1000.0,,,
perfecto,23,8,no,frecuencia_insuficiente,23.0,1000.0,,,
perfil,42,6,no,frecuencia_insuficiente,42.0,1000.0,,,
perfiles,11,8,no,frecuencia_insuficiente,11.0,1000.0,,,
perforación,2,11,no,frecuencia_insuficiente,2.0,1000.0,,,
performance,8,11,no,frecuencia_insuficiente,8.0,1000.0,,,
perfumada,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
perfumadas,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
perfume,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
perfumes,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
pergamino,9,9,no,frecuencia_insuficiente,9.0,1000.0,,,
perianto,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
pericles,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
periferia,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
perimetrales,2,12,no,frecuencia_insuficiente,2.0,1000.0,,,
periodicidad,5,12,no,frecuencia_insuficiente,5.0,1000.0,,,
periodismo,90,10,no,frecuencia_insuficiente,90.0,1000.0,,,
periodista,103,10,no,frecuencia_insuficiente,103.0,1000.0,,,
periodistas,40,11,no,frecuencia_insuficiente,40.0,1000.0,,,
periodo,210,7,no,frecuencia_insuficiente,210.0,1000.0,,,
periodos,27,8,no,frecuencia_insuficiente,27.0,1000.0,,,
periodística,16,12,no,frecuencia_insuficiente,16.0,1000.0,,,
periodísticas,6,13,no,frecuencia_insuficiente,6.0,1000.0,,,
periodístico,7,12,no,frecuencia_insuficiente,7.0,1000.0,,,
periodísticos,11,13,no,frecuencia_insuficiente,11.0,1000.0,,,
peripecias,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
periplo,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
perito,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
periódica,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
periódicamente,15,14,no,frecuencia_insuficiente,15.0,1000.0,,,
periódicas,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
periódico,119,9,no,frecuencia_insuficiente,119.0,1000.0,,,
periódicos,71,10,no,frecuencia_insuficiente,71.0,1000.0,,,
perjuros,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
perkins,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
perla,10,5,no,frecuencia_insuficiente,10.0,1000.0,,,
perlas,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
permanece,89,9,no,frecuencia_insuficiente,89.0,1000.0,,,
permanecen,36,10,no,frecuencia_insuficiente,36.0,1000.0,,,
permanecer,41,10,no,frecuencia_insuficiente,41.0,1000.0,,,
permanecerá,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
permanecería,4,12,no,frecuencia_insuficiente,4.0,1000.0,,,
permanecido,15,11,no,frecuencia_insuficiente,15.0,1000.0,,,
permaneciendo,4,13,no,frecuencia_insuficiente,4.0,1000.0,,,
permanecieron,23,13,no,frecuencia_insuficiente,23.0,1000.0,,,
permanecimos,2,12,no,frecuencia_insuficiente,2.0,1000.0,,,
permaneció,137,10,no,frecuencia_insuficiente,137.0,1000.0,,,
permanecí,11,9,no,frecuencia_insuficiente,11.0,1000.0,,,
permanecía,11,10,no,frecuencia_insuficiente,11.0,1000.0,,,
permanecían,10,11,no,frecuencia_insuficiente,10.0,1000.0,,,
permanencia,15,11,no,frecuencia_insuficiente,15.0,1000.0,,,
permanente,105,10,no,frecuencia_insuficiente,105.0,1000.0,,,
permanentemente,9,15,no,frecuencia_insuficiente,9.0,1000.0,,,
permanentes,22,11,no,frecuencia_insuficiente,22.0,1000.0,,,
permanezca,9,10,no,frecuencia_insuficiente,9.0,1000.0,,,
permiso,34,7,no,frecuencia_insuficiente,34.0,1000.0,,,
permisos,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
permite,197,7,no,frecuencia_insuficiente,197.0,1000.0,,,
permiten,47,8,no,frecuencia_insuficiente,47.0,1000.0,,,
permitida,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
permitido,16,9,no,frecuencia_insuficiente,16.0,1000.0,,,
permitiendo,7,11,no,frecuencia_insuficiente,7.0,1000.0,,,
permitieron,11,11,no,frecuencia_insuficiente,11.0,1000.0,,,
permitir,15,8,no,frecuencia_insuficiente,15.0,1000.0,,,
permitirá,10,9,no,frecuencia_insuficiente,10.0,1000.0,,,
permitiría,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
permitió,87,8,no,frecuencia_insuficiente,87.0,1000.0,,,
permitía,23,8,no,frecuencia_insuficiente,23.0,1000.0,,,
permitían,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
pero,2465,4,no,longitud_insuficiente,4.0,5.0,,,
peronismo,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
peronista,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
perpendicular,2,13,no,frecuencia_insuficiente,2.0,1000.0,,,
perpendiculares,1,15,no,frecuencia_insuficiente,1.0,1000.0,,,
perpetua,19,8,no,frecuencia_insuficiente,19.0,1000.0,,,
perpetuo,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
perrito,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
perro,152,5,no,frecuencia_insuficiente,152.0,1000.0,,,
perros,68,6,no,frecuencia_insuficiente,68.0,1000.0,,,
perry,19,5,no,frecuencia_insuficiente,19.0,1000.0,,,
persa,24,5,no,frecuencia_insuficiente,24.0,1000.0,,,
persas,14,6,no,frecuencia_insuficiente,14.0,1000.0,,,
persecuciones,3,13,no,frecuencia_insuficiente,3.0,1000.0,,,
persecución,23,11,no,frecuencia_insuficiente,23.0,1000.0,,,
perseguida,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
perseguido,11,10,no,frecuencia_insuficiente,11.0,1000.0,,,
perseguidos,11,11,no,frecuencia_insuficiente,11.0,1000.0,,,
perseguir,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
perseguíame,3,11,no,frecuencia_insuficiente,3.0,1000.0,,,
perseguían,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
perseverancia,5,13,no,frecuencia_insuficiente,5.0,1000.0,,,
persia,11,6,no,frecuencia_insuficiente,11.0,1000.0,,,
persigue,13,8,no,frecuencia_insuficiente,13.0,1000.0,,,
persiguen,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
persiguiendo,5,12,no,frecuencia_insuficiente,5.0,1000.0,,,
persiguieron,4,12,no,frecuencia_insuficiente,4.0,1000.0,,,
persiguió,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
persiste,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
persisten,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
persistente,11,11,no,frecuencia_insuficiente,11.0,1000.0,,,
persistentes,6,12,no,frecuencia_insuficiente,6.0,1000.0,,,
persona,209,7,no,frecuencia_insuficiente,209.0,1000.0,,,
personaje,247,9,no,frecuencia_insuficiente,247.0,1000.0,,,
personajes,204,10,no,frecuencia_insuficiente,204.0,1000.0,,,
personal,164,8,no,frecuencia_insuficiente,164.0,1000.0,,,
personales,39,10,no,frecuencia_insuficiente,39.0,1000.0,,,
personalidad,47,12,no,frecuencia_insuficiente,47.0,1000.0,,,
personalidades,14,14,no,frecuencia_insuficiente,14.0,1000.0,,,
personalización,4,15,no,frecuencia_insuficiente,4.0,1000.0,,,
personalizado,1,13,no,frecuencia_insuficiente,1.0,1000.0,,,
personalmente,16,13,no,frecuencia_insuficiente,16.0,1000.0,,,
personarse,2,10,no,frecuencia_insuficiente,2.0,1000.0,,,
personas,399,8,no,frecuencia_insuficiente,399.0,1000.0,,,
personificación,2,15,no,frecuencia_insuficiente,2.0,1000.0,,,
perspectiva,33,11,no,frecuencia_insuficiente,33.0,1000.0,,,
perspectivas,8,12,no,frecuencia_insuficiente,8.0,1000.0,,,
pertenece,302,9,no,frecuencia_insuficiente,302.0,1000.0,,,
pertenecen,48,10,no,frecuencia_insuficiente,48.0,1000.0,,,
pertenecer,13,10,no,frecuencia_insuficiente,13.0,1000.0,,,
pertenecido,3,11,no,frecuencia_insuficiente,3.0,1000.0,,,
perteneciente,43,13,no,frecuencia_insuficiente,43.0,1000.0,,,
pertenecientes,14,14,no,frecuencia_insuficiente,14.0,1000.0,,,
pertenecieron,3,13,no,frecuencia_insuficiente,3.0,1000.0,,,
perteneció,62,10,no,frecuencia_insuficiente,62.0,1000.0,,,
pertenecía,64,10,no,frecuencia_insuficiente,64.0,1000.0,,,
pertenecían,10,11,no,frecuencia_insuficiente,10.0,1000.0,,,
pertenencia,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
